Dates,Season,MatchNo,Venue,Innings,3Batsman,3R,3B,3M,3NotOut,FoWR1,FoWO1,FoWM1,4Batsman,4R,4B,4M,4NotOut,FoWR2,FoWO2,FoWM2,Total
"26,27,28,29,30 December 2018 ",2018/19,2337,Melbourne Cricket Ground,1,CA Pujara,106,319.0,481,0,40,18.5,80,V Kohli (c),82,204.0,305,0.0,123.0,54.5,561,443
"26,27,28,29,30 December 2018 ",2018/19,2337,Melbourne Cricket Ground,2,UT Khawaja,21,32.0,46,0,24,10.3,50,SE Marsh,19,61.0,81,0.0,36.0,13.3,68,151
"26,27,28,29,30 December 2018 ",2018/19,2337,Melbourne Cricket Ground,3,CA Pujara,0,2.0,5,0,28,12.6,53,V Kohli (c),0,4.0,6,0.0,28.0,14.2,145,106
"26,27,28,29,30 December 2018 ",2018/19,2337,Melbourne Cricket Ground,4,UT Khawaja,33,59.0,79,0,6,1.2,8,SE Marsh,44,72.0,90,0.0,33.0,9.2,87,261
"26,27,28 December 2018 ",2018/19,2338,"SuperSport Park, Centurion",1,Shan Masood,19,34.0,66,0,1,1.4,8,Azhar Ali,36,69.0,103,0.0,17.0,6.1,74,181
"26,27,28 December 2018 ",2018/19,2338,"SuperSport Park, Centurion",2,HM Amla,8,16.0,35,0,19,5.6,26,TB de Bruyn,29,71.0,89,0.0,43.0,13.2,70,223
"26,27,28 December 2018 ",2018/19,2338,"SuperSport Park, Centurion",3,Shan Masood,65,120.0,198,0,44,12.6,54,Azhar Ali,0,3.0,8,0.0,101.0,28.5,252,190
"26,27,28 December 2018 ",2018/19,2338,"SuperSport Park, Centurion",4,HM Amla,63,148.0,224,1,0,1.2,5,TB de Bruyn,10,15.0,19,0.0,119.0,41.3,229,151
"3,4,5,6,7 January 2019 ",2018/19,2339,Sydney Cricket Ground,1,CA Pujara,193,373.0,,0,10,1.3,,V Kohli (c),23,59.0,,0.0,126.0,33.6,,622
"3,4,5,6,7 January 2019 ",2018/19,2339,Sydney Cricket Ground,2,M Labuschagne,38,95.0,,0,72,21.6,,SE Marsh,8,13.0,,0.0,128.0,42.6,,300
"3,4,5,6 January 2019 ",2018/19,2340,"Newlands, Cape Town",1,Shan Masood,44,71.0,137,0,9,4.5,21,Azhar Ali,2,19.0,23,0.0,13.0,7.1,158,177
"3,4,5,6 January 2019 ",2018/19,2340,"Newlands, Cape Town",2,HM Amla,24,64.0,91,0,56,11.5,53,TB de Bruyn,13,32.0,58,0.0,123.0,29.6,134,431
"3,4,5,6 January 2019 ",2018/19,2340,"Newlands, Cape Town",3,Azhar Ali,6,13.0,31,0,10,3.3,16,Asad Shafiq,88,118.0,165,0.0,27.0,10.1,176,294
"3,4,5,6 January 2019 ",2018/19,2340,"Newlands, Cape Town",4,HM Amla,2,5.0,19,1,4,3.4,13,F du Plessis (c),3,6.0,14,1.0,,,48,43
"11,12,13,14 January 2019 ",2018/19,2341,"The Wanderers Stadium, Johannesburg",1,HM Amla,41,98.0,180,0,6,1.4,6,TB de Bruyn,49,82.0,104,0.0,132.0,34.4,186,262
"11,12,13,14 January 2019 ",2018/19,2341,"The Wanderers Stadium, Johannesburg",2,Azhar Ali,0,1.0,1,0,6,3.5,16,Mohammad Abbas,11,51.0,86,0.0,6.0,3.6,149,185
"11,12,13,14 January 2019 ",2018/19,2341,"The Wanderers Stadium, Johannesburg",3,HM Amla,71,144.0,223,0,24,4.1,26,TB de Bruyn,7,17.0,35,0.0,29.0,8.4,249,303
"11,12,13,14 January 2019 ",2018/19,2341,"The Wanderers Stadium, Johannesburg",4,Azhar Ali,15,41.0,59,0,67,19.4,80,Asad Shafiq,65,71.0,108,0.0,74.0,23.6,104,273
"23,24,25,26 January 2019 ",2018/19,2342,"Kensington Oval, Bridgetown, Barbados",1,SD Hope,57,148.0,187,0,53,18.1,75,DM Bravo,2,5.0,8,0.0,126.0,46.4,262,289
"23,24,25,26 January 2019 ",2018/19,2342,"Kensington Oval, Bridgetown, Barbados",2,JM Bairstow,12,17.0,27,0,23,8.6,44,JE Root (c),4,14.0,22,0.0,35.0,11.5,60,77
"23,24,25,26 January 2019 ",2018/19,2342,"Kensington Oval, Bridgetown, Barbados",3,SD Hope,3,7.0,31,0,52,16.5,66,DM Bravo,1,4.0,6,0.0,60.0,19.2,82,415
"23,24,25,26 January 2019 ",2018/19,2342,"Kensington Oval, Bridgetown, Barbados",4,JM Bairstow,30,53.0,90,0,85,28.5,134,JE Root (c),22,39.0,64,0.0,134.0,43.5,204,246
"24,25,26 January 2019 - day/night match ",2018/19,2343,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,LD Chandimal (c),5,7.0,9,0,26,10.2,50,BKG Mendis,14,44.0,62,0.0,31.0,11.6,104,144
"24,25,26 January 2019 - day/night match ",2018/19,2343,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,UT Khawaja,11,29.0,55,0,37,10.3,45,NM Lyon,1,23.0,28,0.0,72.0,22.1,116,323
"24,25,26 January 2019 - day/night match ",2018/19,2343,"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,LD Chandimal (c),0,2.0,5.0,0,17,5.6,25.0,BKG Mendis,1,7.0,9.0,0.0,17.0,7.2,154.0,139
"31 January, 1,2 February 2019 ",2018/19,2344,"Sir Vivian Richards Stadium, North Sound, Antigua",1,JM Bairstow,52,64.0,102,0,4,4.4,22,JE Root (c),7,17.0,31,0.0,16.0,9.1,124,187
"31 January, 1,2 February 2019 ",2018/19,2344,"Sir Vivian Richards Stadium, North Sound, Antigua",2,SD Hope,44,66.0,107,0,70,33.1,145,DM Bravo,50,216.0,342,0.0,133.0,52.4,225,306
"31 January, 1,2 February 2019 ",2018/19,2344,"Sir Vivian Richards Stadium, North Sound, Antigua",3,JM Bairstow,14,17.0,26,0,35,12.1,59,JE Root (c),7,13.0,22,0.0,49.0,16.6,116,132
"1,2,3,4 February 2019 ",2018/19,2345,"Manuka Oval, Canberra",1,UT Khawaja,0,3.0,7,0,11,3.6,19,M Labuschagne,6,11.0,17,0.0,15.0,5.3,415,534
"1,2,3,4 February 2019 ",2018/19,2345,"Manuka Oval, Canberra",2,LD Chandimal (c),15,28.0,47,0,90,31.6,147,BKG Mendis,6,4.0,12,0.0,101.0,34.1,157,215
"1,2,3,4 February 2019 ",2018/19,2345,"Manuka Oval, Canberra",3,UT Khawaja,101,136.0,186,1,16,3.4,18,M Labuschagne,4,23.0,36,0.0,25.0,6.5,204,196
"1,2,3,4 February 2019 ",2018/19,2345,"Manuka Oval, Canberra",4,LD Chandimal (c),4,9.0,24,0,18,8.1,38,N Dickwella †,27,42.0,73,0.0,28.0,12.6,108,149
"9,10,11,12 February 2019 ",2018/19,2346,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,JL Denly,20,50.0,86,0,30,16.1,77,JE Root (c),15,54.0,78,0.0,69.0,32.2,156,277
"9,10,11,12 February 2019 ",2018/19,2346,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2,SD Hope,1,9.0,24,0,57,18.3,86,DM Bravo,6,30.0,54,0.0,57.0,18.4,91,154
"9,10,11,12 February 2019 ",2018/19,2346,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",3,JL Denly,69,99.0,163,0,19,10.1,43,JE Root (c),122,225.0,317,0.0,73.0,27.1,206,361
"9,10,11,12 February 2019 ",2018/19,2346,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",4,SD Hope,14,46.0,72,0,5,0.3,3,DM Bravo,0,11.0,19,0.0,10.0,2.2,75,252
"13,14,15,16 February 2019 ",2018/19,2347,"Kingsmead, Durban",1,HM Amla,3,10.0,23,0,0,1.4,7,T Bavuma,47,66.0,117,0.0,9.0,6.1,40,235
"13,14,15,16 February 2019 ",2018/19,2347,"Kingsmead, Durban",2,BOP Fernando,19,42.0,46,0,19,6.4,27,BKG Mendis,12,24.0,43,0.0,51.0,18.2,87,191
"13,14,15,16 February 2019 ",2018/19,2347,"Kingsmead, Durban",3,HM Amla,16,35.0,43,0,36,9.6,44,T Bavuma,3,16.0,14,0.0,70.0,19.1,134,259
"13,14,15,16 February 2019 ",2018/19,2347,"Kingsmead, Durban",4,BOP Fernando,37,76.0,95,0,42,15.5,66,BKG Mendis,0,8.0,11,0.0,42.0,16.3,161,304
"21,22,23 February 2019 ",2018/19,2348,"St George's Park, Port Elizabeth",1,HM Amla,0,1.0,2,0,15,5.3,24,T Bavuma,0,2.0,5,0.0,15.0,5.4,166,222
"21,22,23 February 2019 ",2018/19,2348,"St George's Park, Port Elizabeth",2,BOP Fernando,0,9.0,17.0,0,25,11.4,47.0,BKG Mendis,16,15.0,22.0,0.0,34.0,14.5,103.0,154
"21,22,23 February 2019 ",2018/19,2348,"St George's Park, Port Elizabeth",3,HM Amla,32,72.0,111,0,10,5.2,21,T Bavuma,6,25.0,49,0.0,31.0,9.6,132,128
"21,22,23 February 2019 ",2018/19,2348,"St George's Park, Port Elizabeth",4,BOP Fernando,75,106.0,153,1,32,9.2,39,BKG Mendis,84,110.0,148,1.0,34.0,10.1,192,197
"28 February, 1,2,3 March 2019 ",2018/19,2349,"Seddon Park, Hamilton",1,Mominul Haque,12,46.0,70,0,57,10.2,43,Mohammad Mithun,8,24.0,34,0.0,121.0,26.4,187,234
"28 February, 1,2,3 March 2019 ",2018/19,2349,"Seddon Park, Hamilton",2,KS Williamson (c),200,257.0,382,1,254,69.5,308,LRPL Taylor,4,19.0,29,0.0,333.0,84.3,690,715
"28 February, 1,2,3 March 2019 ",2018/19,2349,"Seddon Park, Hamilton",3,Mominul Haque,8,6.0,6,0,88,22.3,90,Mohammad Mithun,0,4.0,9,0.0,100.0,23.6,130,429
"8,9,10,11,12 March 2019 ",2018/19,2350,"Basin Reserve, Wellington",1,Mominul Haque,15,38.0,52,0,75,20.4,84,Mohammad Mithun,3,10.0,14,0.0,119.0,32.3,158,211
"8,9,10,11,12 March 2019 ",2018/19,2350,"Basin Reserve, Wellington",2,KS Williamson (c),74,105.0,162,0,5,4.6,21,LRPL Taylor,200,212.0,321,0.0,8.0,8.3,183,432
"8,9,10,11,12 March 2019 ",2018/19,2350,"Basin Reserve, Wellington",3,Mominul Haque,10,19.0,25,0,4,0.2,1,Mohammad Mithun,47,105.0,162,0.0,20.0,6.3,59,209
"15,16,17,18 March 2019 ",2018/19,2351,"Rajiv Gandhi International Cricket Stadium, Dehradun",1,A Balbirnie,4,7.0,,0,37,8.4,,JA McCollum,4,9.0,,0.0,41.0,9.4,,172
"15,16,17,18 March 2019 ",2018/19,2351,"Rajiv Gandhi International Cricket Stadium, Dehradun",2,Rahmat Shah,98,214.0,,0,27,12.3,,Hashmatullah Shahidi,61,154.0,,0.0,68.0,20.5,,314
"15,16,17,18 March 2019 ",2018/19,2351,"Rajiv Gandhi International Cricket Stadium, Dehradun",3,A Balbirnie,82,149.0,,0,0,0.2,,JA McCollum,39,96.0,,0.0,33.0,16.2,,288
"15,16,17,18 March 2019 ",2018/19,2351,"Rajiv Gandhi International Cricket Stadium, Dehradun",4,Rahmat Shah,76,122.0,,0,5,9.4,,Mohammad Nabi,1,1.0,,0.0,144.0,47.3,,149
"24,25,26 July 2019 ",2019,2352,"Lord's, London",1,JL Denly,23,28.0,32,0,8,2.4,14,JE Root (c),2,7.0,15,0.0,36.0,9.5,52,85
"24,25,26 July 2019 ",2019,2352,"Lord's, London",2,A Balbirnie,55,69.0,109,0,32,12.1,55,PR Stirling,36,43.0,66,0.0,45.0,18.4,164,207
"24,25,26 July 2019 ",2019,2352,"Lord's, London",3,JJ Roy,72,78.0,146,0,26,10.4,49,JL Denly,10,31.0,55,0.0,171.0,40.3,221,303
"24,25,26 July 2019 ",2019,2352,"Lord's, London",4,A Balbirnie,5,10.0,16,0,11,3.6,23,PR Stirling,0,2.0,4,0.0,18.0,6.6,55,38
"1,2,3,4,5 August 2019 ",2019,2353,"Edgbaston, Birmingham",1,UT Khawaja,13,23.0,55,0,2,3.5,20,SPD Smith,144,219.0,336,0.0,17.0,7.3,75,284
"1,2,3,4,5 August 2019 ",2019,2353,"Edgbaston, Birmingham",2,JE Root (c),57,119.0,192,0,22,7.2,35,JL Denly,18,36.0,54,0.0,154.0,49.6,473,374
"1,2,3,4,5 August 2019 ",2019,2353,"Edgbaston, Birmingham",3,UT Khawaja,40,48.0,69,0,13,2.6,15,SPD Smith,142,207.0,326,0.0,27.0,9.1,84,487
"1,2,3,4,5 August 2019 ",2019,2353,"Edgbaston, Birmingham",4,JE Root (c),28,57.0,97,0,19,9.5,43,JL Denly,11,16.0,19,0.0,60.0,21.2,105,146
"14,15,16,17,18 August 2019 ",2019,2354,Galle International Stadium,1,KS Williamson (c),0,3.0,3,0,64,26.3,102,LRPL Taylor,86,132.0,155,0.0,64.0,26.6,118,249
"14,15,16,17,18 August 2019 ",2019,2354,Galle International Stadium,2,BKG Mendis,53,89.0,141,0,27,10.6,46,AD Mathews,50,98.0,136,0.0,66.0,22.5,187,267
"14,15,16,17,18 August 2019 ",2019,2354,Galle International Stadium,3,KS Williamson (c),4,25.0,29,0,8,7.4,29,LRPL Taylor,3,5.0,10,0.0,20.0,14.4,108,285
"14,15,16,17,18 August 2019 ",2019,2354,Galle International Stadium,4,BKG Mendis,10,6.0,9,0,161,60.2,237,AD Mathews,28,73.0,115,1.0,174.0,61.5,310,268
"14,15,16,17,18 August 2019 ",2019,2355,"Lord's, London",1,JE Root (c),14,20.0,37,0,0,1.3,7,JL Denly,30,67.0,101,0.0,26.0,9.1,174,258
"14,15,16,17,18 August 2019 ",2019,2355,"Lord's, London",2,UT Khawaja,36,56.0,84,0,11,4.2,20,SPD Smith,92,161.0,264,0.0,60.0,22.5,99,250
"14,15,16,17,18 August 2019 ",2019,2355,"Lord's, London",3,JE Root (c),0,1.0,2,0,9,4.1,20,JL Denly,26,51.0,67,0.0,9.0,4.2,99,258
"14,15,16,17,18 August 2019 ",2019,2355,"Lord's, London",4,UT Khawaja,2,6.0,9,0,13,3.3,18,M Labuschagne,59,100.0,135,0.0,19.0,5.3,69,154
"22,23,24,25,26 August 2019 ",2019,2356,"P Sara Oval, Colombo",1,BKG Mendis,32,70.0,74,0,29,14.4,59,AD Mathews,2,29.0,40,0.0,79.0,32.3,251,244
"22,23,24,25,26 August 2019 ",2019,2356,"P Sara Oval, Colombo",2,KS Williamson (c),20,28.0,43,0,1,3.1,11,LRPL Taylor,23,43.0,62,0.0,34.0,12.5,359,431
"22,23,24,25,26 August 2019 ",2019,2356,"P Sara Oval, Colombo",3,BKG Mendis,20,63.0,94,0,0,0.5,2,AD Mathews,7,30.0,43,0.0,4.0,2.2,96,122
"22,23,24,25 August 2019 ",2019,2357,"Headingley, Leeds",1,UT Khawaja,8,17.0,21,0,12,3.6,18,M Labuschagne,74,129.0,215,0.0,25.0,8.4,148,179
"22,23,24,25 August 2019 ",2019,2357,"Headingley, Leeds",2,JE Root (c),0,2.0,8,0,10,3.5,19,JL Denly,12,49.0,77,0.0,10.0,5.1,53,67
"22,23,24,25 August 2019 ",2019,2357,"Headingley, Leeds",3,UT Khawaja,23,38.0,59,0,10,1.2,3,M Labuschagne,80,187.0,295,0.0,36.0,11.1,62,246
"22,23,24,25 August 2019 ",2019,2357,"Headingley, Leeds",4,JE Root (c),77,205.0,322,0,15,5.6,37,JL Denly,50,155.0,237,0.0,15.0,6.3,359,362
"22,23,24,25 August 2019 ",2019,2358,"Sir Vivian Richards Stadium, North Sound, Antigua",1,CA Pujara,2,4.0,,0,5,4.2,,V Kohli (c),9,12.0,,0.0,7.0,4.6,,297
"22,23,24,25 August 2019 ",2019,2358,"Sir Vivian Richards Stadium, North Sound, Antigua",2,SSJ Brooks,11,36.0,,0,36,7.6,,DM Bravo,18,27.0,,0.0,48.0,17.5,,222
"22,23,24,25 August 2019 ",2019,2358,"Sir Vivian Richards Stadium, North Sound, Antigua",3,CA Pujara,25,53.0,,0,30,13.2,,V Kohli (c),51,113.0,,0.0,73.0,29.2,,343
"22,23,24,25 August 2019 ",2019,2358,"Sir Vivian Richards Stadium, North Sound, Antigua",4,SSJ Brooks,2,5.0,,0,7,1.4,,DM Bravo,2,10.0,,0.0,10.0,3.5,,100
"30,31 August, 1,2 September 2019 ",2019,2359,"Sabina Park, Kingston, Jamaica",1,CA Pujara,6,25.0,42,0,32,6.5,35,V Kohli (c),76,163.0,211,0.0,46.0,16.5,167,416
"30,31 August, 1,2 September 2019 ",2019,2359,"Sabina Park, Kingston, Jamaica",2,DM Bravo,4,8.0,9,0,9,6.4,32,SSJ Brooks,0,1.0,2,0.0,13.0,8.2,75,117
"30,31 August, 1,2 September 2019 ",2019,2359,"Sabina Park, Kingston, Jamaica",3,CA Pujara,27,66.0,105,0,9,4.6,22,V Kohli (c),0,1.0,3,0.0,36.0,20.1,127,168
"30,31 August, 1,2 September 2019 ",2019,2359,"Sabina Park, Kingston, Jamaica",4,DM Bravo,23,41.0,67,1,9,2.3,14,SSJ Brooks,50,119.0,200,0.0,37.0,7.4,81,210
"4,5,6,7,8 September 2019 ",2019,2360,"Old Trafford, Manchester",1,M Labuschagne,67,128.0,187,0,1,0.4,5,SPD Smith,211,319.0,513,0.0,28.0,6.6,192,497
"4,5,6,7,8 September 2019 ",2019,2360,"Old Trafford, Manchester",2,C Overton,5,15.0,22,0,10,6.5,33,JE Root (c),71,168.0,255,0.0,25.0,11.3,294,301
"4,5,6,7,8 September 2019 ",2019,2360,"Old Trafford, Manchester",3,M Labuschagne,11,25.0,41,0,0,0.6,5,SPD Smith,82,92.0,155,0.0,16.0,6.1,46,186
"4,5,6,7,8 September 2019 ",2019,2360,"Old Trafford, Manchester",4,JE Root (c),0,1.0,2,0,0,0.3,3,JJ Roy,31,67.0,110,0.0,0.0,0.4,177,197
"5,6,7,8,9 September 2019 ",2019,2361,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,Rahmat Shah,102,187.0,210,0,19,12.2,40,Hashmatullah Shahidi,14,32.0,32,0.0,48.0,24.1,250,342
"5,6,7,8,9 September 2019 ",2019,2361,"Zahur Ahmed Chowdhury Stadium, Chattogram",2,Liton Das,33,66.0,102,0,0,0.4,4,Mominul Haque,52,71.0,87,0.0,38.0,19.4,106,205
"5,6,7,8,9 September 2019 ",2019,2361,"Zahur Ahmed Chowdhury Stadium, Chattogram",3,Rahmat Shah,0,1.0,1,0,4,0.3,2,Hashmatullah Shahidi,12,37.0,52,0.0,4.0,0.4,230,260
"5,6,7,8,9 September 2019 ",2019,2361,"Zahur Ahmed Chowdhury Stadium, Chattogram",4,Mosaddek Hossain,12,17.0,21,0,30,10.3,43,Mushfiqur Rahim †,23,25.0,28,0.0,52.0,16.5,136,173
"12,13,14,15 September 2019 ",2019,2362,"Kennington Oval, London",1,JE Root (c),57,141.0,218,0,27,8.3,40,BA Stokes,20,36.0,45,0.0,103.0,30.5,258,294
"12,13,14,15 September 2019 ",2019,2362,"Kennington Oval, London",2,M Labuschagne,48,84.0,127,0,5,1.5,11,SPD Smith,80,145.0,261,0.0,14.0,5.5,138,225
"12,13,14,15 September 2019 ",2019,2362,"Kennington Oval, London",3,JE Root (c),21,26.0,54,0,54,16.3,76,BA Stokes,67,115.0,149,0.0,87.0,27.2,295,329
"12,13,14,15 September 2019 ",2019,2362,"Kennington Oval, London",4,M Labuschagne,14,39.0,52,0,18,4.6,21,SPD Smith,23,53.0,88,0.0,29.0,6.4,73,263
"2,3,4,5,6 October 2019 ",2019/20,2363,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,CA Pujara,6,17.0,,0,317,81.6,,V Kohli (c),20,40.0,,0.0,324.0,88.1,,502
"2,3,4,5,6 October 2019 ",2019/20,2363,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2,TB de Bruyn,4,25.0,,0,14,7.1,,DL Piedt,0,4.0,,0.0,31.0,16.3,,431
"2,3,4,5,6 October 2019 ",2019/20,2363,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",3,CA Pujara,81,148.0,,0,21,7.6,,RA Jadeja,40,32.0,,0.0,190.0,50.6,,323
"2,3,4,5,6 October 2019 ",2019/20,2363,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",4,TB de Bruyn,10,25.0,,0,4,3.3,,T Bavuma,0,2.0,,0.0,19.0,10.5,,191
"10,11,12,13 October 2019 ",2019/20,2364,"Maharashtra Cricket Association Stadium, Pune",1,CA Pujara,58,112.0,,0,25,9.6,,V Kohli (c),254,336.0,,1.0,163.0,50.6,,601
"10,11,12,13 October 2019 ",2019/20,2364,"Maharashtra Cricket Association Stadium, Pune",2,TB de Bruyn,30,58.0,,0,2,1.2,,T Bavuma,8,15.0,,0.0,13.0,3.5,,275
"10,11,12,13 October 2019 ",2019/20,2364,"Maharashtra Cricket Association Stadium, Pune",3,TB de Bruyn,8,18.0,,0,0,0.2,,F du Plessis (c),5,54.0,,0.0,21.0,5.4,,189
"19,20,21,22 October 2019 ",2019/20,2365,"JSCA International Stadium Complex, Ranchi",1,CA Pujara,0,9.0,,0,12,4.6,,V Kohli (c),12,22.0,,0.0,16.0,8.3,,497
"19,20,21,22 October 2019 ",2019/20,2365,"JSCA International Stadium Complex, Ranchi",2,Zubayr Hamza,62,79.0,,0,4,0.2,,F du Plessis (c),1,9.0,,0.0,8.0,1.6,,162
"19,20,21,22 October 2019 ",2019/20,2365,"JSCA International Stadium Complex, Ranchi",3,Zubayr Hamza,0,6.0,,0,5,1.1,,F du Plessis (c),4,10.0,,0.0,10.0,2.3,,133
"14,15,16 November 2019 ",2019/20,2366,"Holkar Cricket Stadium, Indore",1,Mominul Haque (c),37,80.0,,0,12,5.6,,Mohammad Mithun,13,36.0,,0.0,12.0,6.6,,150
"14,15,16 November 2019 ",2019/20,2366,"Holkar Cricket Stadium, Indore",2,CA Pujara,54,72.0,,0,14,7.2,,V Kohli (c),0,2.0,,0.0,105.0,29.5,,493
"14,15,16 November 2019 ",2019/20,2366,"Holkar Cricket Stadium, Indore",3,Mominul Haque (c),7,20.0,,0,10,5.1,,Mohammad Mithun,18,26.0,,0.0,16.0,6.6,,213
"21,22,23,24,25 November 2019 ",2019/20,2367,"Bay Oval, Mount Maunganui",1,JL Denly,74,181.0,251,0,52,21.4,92,JE Root (c),2,22.0,30,0.0,113.0,45.1,343,353
"21,22,23,24,25 November 2019 ",2019/20,2367,"Bay Oval, Mount Maunganui",2,KS Williamson (c),51,85.0,141,0,18,7.3,30,LRPL Taylor,25,40.0,48,0.0,72.0,22.4,171,615
"21,22,23,24,25 November 2019 ",2019/20,2367,"Bay Oval, Mount Maunganui",3,JL Denly,35,142.0,216,0,48,21.5,94,MJ Leach,0,12.0,12,0.0,53.0,25.1,310,197
"21,22,23,24 November 2019 ",2019/20,2368,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,Haris Sohail,1,15.0,26,0,75,32.6,150,Asad Shafiq,76,134.0,203,0.0,75.0,33.2,153,240
"21,22,23,24 November 2019 ",2019/20,2368,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,M Labuschagne,185,279.0,366,0,222,60.5,277,SPD Smith,4,10.0,17,0.0,351.0,100.5,444,580
"21,22,23,24 November 2019 ",2019/20,2368,"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,Haris Sohail,8,8.0,10,0,13,2.5,15,Asad Shafiq,0,6.0,10,0.0,25.0,4.4,135,335
"22,23,24 November 2019 - day/night match ",2019/20,2369,"Eden Gardens, Kolkata",1,Mominul Haque (c),0,7.0,,0,15,6.3,,Mohammad Mithun,0,2.0,,0.0,17.0,10.1,,106
"22,23,24 November 2019 - day/night match ",2019/20,2369,"Eden Gardens, Kolkata",2,CA Pujara,55,105.0,,0,26,4.4,,V Kohli (c),136,194.0,,0.0,43.0,12.5,,347
"22,23,24 November 2019 - day/night match ",2019/20,2369,"Eden Gardens, Kolkata",3,Mominul Haque (c),0,6.0,,0,0,0.5,,Mohammad Mithun,6,12.0,,0.0,2.0,2.5,,195
"27,28,29 November 2019 ",2019/20,2370,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Ihsanullah,24,46.0,68,0,28,12.2,48,Rahmat Shah,4,11.0,17,0.0,84.0,27.6,105,187
"27,28,29 November 2019 ",2019/20,2370,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,SD Hope,7,12.0,10,0,27,8.5,35,SSJ Brooks,111,214.0,252,0.0,34.0,11.1,110,277
"27,28,29 November 2019 ",2019/20,2370,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3,Ihsanullah,1,5.0,4,0,53,18.6,63,Rahmat Shah,0,5.0,5,0.0,55.0,20.1,131,120
"27,28,29 November 2019 ",2019/20,2370,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4,SD Hope,6,6.0,7,1,22,4.5,15,,,,,,,,,
"29,30 November, 1,2,3 December 2019 ",2019/20,2371,"Seddon Park, Hamilton",1,KS Williamson (c),4,20.0,30,0,16,6.6,28,LRPL Taylor,53,100.0,155,0.0,39.0,13.6,249,375
"29,30 November, 1,2,3 December 2019 ",2019/20,2371,"Seddon Park, Hamilton",2,JL Denly,4,8.0,14,0,11,6.4,30,JE Root (c),226,441.0,636,0.0,24.0,9.5,321,476
"29,30 November, 1,2,3 December 2019 ",2019/20,2371,"Seddon Park, Hamilton",3,KS Williamson (c),104,234.0,310,1,2,1.2,7,LRPL Taylor,105,186.0,276,1.0,28.0,8.6,317,241
"29,30 November, 1,2 December 2019 - day/night ...
Name: 1, dtype: object",2019/20,2372,Adelaide Oval,1,M Labuschagne,162,238.0,350,0,8,3.3,15,SPD Smith,36,64.0,121,0.0,369.0,83.2,554,589
"29,30 November, 1,2 December 2019 - day/night ...
Name: 1, dtype: object",2019/20,2372,Adelaide Oval,2,Azhar Ali (c),9,23.0,39,0,3,4.3,24,Babar Azam,97,132.0,232,0.0,22.0,11.6,86,302
"29,30 November, 1,2 December 2019 - day/night ...
Name: 1, dtype: object",2019/20,2372,Adelaide Oval,3,Azhar Ali (c),9,8.0,10,0,2,3.3,17,Babar Azam,8,12.0,24,0.0,11.0,4.6,184,239
"11,12,13,14,15 December 2019 ",2019/20,2373,Rawalpindi Cricket Stadium,1,BKG Mendis,10,47.0,61,0,96,30.1,139,AD Mathews,31,77.0,140,0.0,109.0,35.3,165,308
"11,12,13,14,15 December 2019 ",2019/20,2373,Rawalpindi Cricket Stadium,2,Azhar Ali (c),36,81.0,134,0,3,2.5,14,Babar Azam,102,128.0,150,1.0,90.0,31.5,298,252
"12,13,14,15 December 2019 - day/night match ",2019/20,2374,Perth Stadium,1,M Labuschagne,143,240.0,369,0,40,12.6,58,SPD Smith,43,164.0,190,0.0,75.0,25.4,427,416
"12,13,14,15 December 2019 - day/night match ",2019/20,2374,Perth Stadium,2,KS Williamson (c),34,70.0,102,0,1,0.5,5,LRPL Taylor,80,134.0,205,0.0,1.0,1.4,107,166
"12,13,14,15 December 2019 - day/night match ",2019/20,2374,Perth Stadium,3,M Labuschagne,50,81.0,115,0,44,17.6,83,SPD Smith,16,28.0,40,0.0,131.0,42.2,222,217
"12,13,14,15 December 2019 - day/night match ",2019/20,2374,Perth Stadium,4,KS Williamson (c),14,8.0,,0,6,6.2,,LRPL Taylor,22,42.0,,0.0,21.0,9.1,,171
"19,20,21,22,23 December 2019 ",2019/20,2375,"National Stadium, Karachi",1,Azhar Ali (c),0,2.0,3,0,10,6.1,34,Babar Azam,60,96.0,146,0.0,10.0,6.3,105,191
